cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000625,.001775,,360,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0003,.000025,,36,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00065,.011975,,359,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001825,.0058,,358,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0019,.0036,,357,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00225,.003725,,356,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004425,.00205,,355,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0007,.0014,,354,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00115,.0081,,353,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000675,.010175,,352,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001675,.003175,,351,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00535,.006875,,350,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00065,.000025,,35,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.005175,.002875,,349,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0015,.0026,,348,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000925,.002475,,347,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00135,.0019,,346,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0018,.001725,,345,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003675,.003725,,344,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001525,.00255,,343,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.005475,.00295,,342,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00275,.004525,,341,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00175,.0035,,340,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000625,.000025,,34,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001925,.0024,,339,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00195,.00335,,338,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.008125,.00535,,337,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001375,.0023,,336,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004225,.006725,,335,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0011,.018175,,334,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00315,.00625,,333,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00145,.002125,,332,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003125,.001325,,331,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001125,.002425,,330,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0002,0,,33,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0017,.0025,,329,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.01085,.00165,,328,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00175,.001725,,327,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004975,.002425,,326,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001925,.002975,,325,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001575,.00385,,324,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001425,.006775,,323,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.006075,.004575,,322,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00295,.0017,,321,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00225,.00305,,320,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000475,0,,32,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0023,.01815,,319,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002475,.00945,,318,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0023,.00245,,317,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003325,.002375,,316,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002275,.0032,,315,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0012,.00325,,314,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001425,.004725,,313,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.005825,.0036,,312,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0036,.00185,,311,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003975,.00175,,310,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00045,0,,31,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00195,.003525,,309,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001825,.0071,,308,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00145,.004025,,307,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.005825,.002425,,306,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0024,.004325,,305,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00345,.003375,,304,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001075,.002875,,303,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00265,.002375,,302,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003025,.00195,,301,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004875,.001725,,300,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0001,0,,30,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",0,.00005,,3,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002425,.002475,,299,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001475,.004475,,298,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00095,.003675,,297,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.006025,.002125,,296,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004175,.003425,,295,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0041,.007075,,294,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0028,.004975,,293,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001875,.0028,,292,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002025,.0029,,291,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00615,.008875,,290,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0006,0,,29,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0032,.0073,,289,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00105,.002925,,288,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000875,.0021,,287,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.005225,.00195,,286,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.005075,.002775,,285,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003825,.002675,,284,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002875,.002675,,283,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002275,.003,,282,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001875,.00165,,281,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00715,.00345,,280,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0002,0,,28,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00635,.01235,,279,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001525,.00875,,278,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001425,.002025,,277,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002825,.00195,,276,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003225,.002075,,275,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003125,.003875,,274,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002125,.004925,,273,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002525,.0042,,272,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001925,.001725,,271,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0039,.0026,,270,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0001,0,,27,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00555,.00555,,269,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0026,.0039,,268,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001725,.001925,,267,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0042,.002525,,266,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004925,.002125,,265,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003875,.003125,,264,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002075,.003225,,263,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00195,.002825,,262,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002025,.001425,,261,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00875,.001525,,260,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0002,0,,26,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.01235,.00635,,259,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00345,.00715,,258,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00165,.001875,,257,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003,.002275,,256,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002675,.002875,,255,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002675,.003825,,254,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002775,.005075,,253,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00195,.005225,,252,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0021,.000875,,251,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002925,.00105,,250,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0003,0,,25,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0073,.0032,,249,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.008875,.00615,,248,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0029,.002025,,247,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0028,.001875,,246,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004975,.0028,,245,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.007075,.0041,,244,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003425,.004175,,243,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002125,.006025,,242,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003675,.00095,,241,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004475,.001475,,240,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000125,0,,24,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002475,.002425,,239,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001725,.004875,,238,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00195,.003025,,237,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002375,.00265,,236,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002875,.001075,,235,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003375,.00345,,234,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004325,.0024,,233,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002425,.005825,,232,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004025,.00145,,231,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0071,.001825,,230,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0002,0,,23,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003525,.00195,,229,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00175,.003975,,228,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00185,.0036,,227,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0036,.005825,,226,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004725,.001425,,225,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00325,.0012,,224,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0032,.002275,,223,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002375,.003325,,222,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00245,.0023,,221,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00945,.002475,,220,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000275,0,,22,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.01815,.0023,,219,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00305,.00225,,218,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0017,.00295,,217,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004575,.006075,,216,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.006775,.001425,,215,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00385,.001575,,214,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002975,.001925,,213,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002425,.004975,,212,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001725,.00175,,211,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00165,.01085,,210,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0002,0,,21,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0025,.0017,,209,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002425,.001125,,208,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001325,.003125,,207,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002125,.00145,,206,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00625,.00315,,205,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.018175,.0011,,204,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.006725,.004225,,203,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0023,.001375,,202,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00535,.008125,,201,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00335,.00195,,200,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000375,0,,20,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",0,0,,2,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0024,.001925,,199,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0035,.00175,,198,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004525,.00275,,197,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00295,.005475,,196,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00255,.001525,,195,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003725,.003675,,194,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001725,.0018,,193,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0019,.00135,,192,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002475,.000925,,191,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0026,.0015,,190,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000175,0,,19,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002875,.005175,,189,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.006875,.00535,,188,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003175,.001675,,187,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.010175,.000675,,186,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0081,.00115,,185,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0014,.0007,,184,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00205,.004425,,183,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003725,.00225,,182,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0036,.0019,,181,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0058,.001825,,180,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00015,.000025,,18,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.011975,.00065,,179,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001775,.000625,,178,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002525,.00035,,177,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.005475,.004275,,176,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00155,.0047,,175,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00165,.000425,,174,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00305,.0004,,173,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00165,.00075,,172,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001375,.0009,,171,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.007225,.000225,,170,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00005,0,,17,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0033,.00095,,169,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0013,.0011,,168,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002725,.000625,,167,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00495,.0003,,166,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0018,.000325,,165,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0051,.000725,,164,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0094,.000575,,163,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0014,.00095,,162,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002125,.000575,,161,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004775,.00035,,160,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000575,0,,16,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001475,.000475,,159,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001325,.000325,,158,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003225,.00055,,157,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0018,.0003,,156,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0014,.00055,,155,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001825,.0006,,154,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0012,.0001,,153,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0016,.000225,,152,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001975,.000475,,151,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.005875,.000875,,150,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000175,0,,15,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001975,.00015,,149,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.004625,.00025,,148,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003575,.000225,,147,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000925,.000075,,146,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001525,.000125,,145,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003675,.00015,,144,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001225,.0001,,143,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.003875,.00015,,142,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.007725,.000175,,141,16:44:03  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0014,.00005,,140,16:44:03  4 Sep 2020,40000
